"household_id","n_parcelles","n_parcelles_valides","superficie_totale_ha"
189049,4,3,0.75444998
189051,2,2,0.35142
189052,5,4,0.441915998
189053,1,1,0.092205
189054,2,2,0.43985
189055,1,1,0.31167
189056,1,1,0.38138999
189057,2,2,0.215608998
189058,6,5,0.752026996
189060,2,2,0.177427001
189062,3,3,5.03853
189064,3,3,3.40163
189065,2,1,1.6018
189066,3,3,0.53272
189067,1,1,0.41522002
189068,2,2,1.49289
189069,1,1,0.26745
189070,1,1,0.49281
189071,2,2,0.64985
189072,2,2,0.95727
189075,1,1,0.029029001
189080,1,1,0.095084
189085,2,0,NA
189109,1,1,0.66752002
189110,2,2,1.25808999
189112,1,1,0.25893
189116,2,2,0.77931
189117,1,1,0.83585
189118,2,2,3.76822002
189119,1,1,0.3245
189120,2,2,0.58301998
189121,6,5,2.33833999
189122,2,2,2.82997998
189125,2,2,0.73642998
189126,4,4,0.984283
189127,4,4,1.552579011
189128,3,3,1.61629002
189129,2,2,2.39708999
189130,2,2,0.64267998
189131,2,2,1.07092998
189132,2,2,0.43211999
189133,3,3,1.63263001
189134,1,1,0.46307998
189136,1,1,0.21665
189137,2,2,2.18561001
189139,3,3,3.434
189140,5,5,5.57229002
189141,3,3,1.95755998
189142,2,2,0.96137998
189143,8,5,2.098081961
189144,5,4,1.62250997
189147,1,1,0.61836001
189148,3,2,0.71718002
189149,2,2,0.174435002
189150,8,4,1.73932996
189151,1,0,NA
189154,2,2,1.21779002
189155,1,1,0.24537
189156,3,0,NA
189157,2,1,0.71023999
189158,2,1,0.54136
189159,1,1,0.46105
189160,1,1,0.15315
189162,2,1,0.10714
189164,1,1,0.41237002
189165,2,2,0.39130001
189167,2,1,1.1755
189168,2,2,2.60133999
189169,4,3,2.13766402
189170,5,5,0.783873998
189171,3,3,1.03313003
189173,2,2,0.308229992
189174,2,1,0.18493
189175,4,4,1.07430001
189176,3,3,1.282999998
189178,2,2,0.53118999
189179,3,3,0.998854011
189180,4,4,2.01022997
189181,2,2,0.932057961
189183,2,0,NA
189184,1,1,0.37606001
189188,1,1,0.41187998
189192,1,1,0.34558
189193,5,5,1.37002003
189194,5,5,1.318720029
189195,7,6,1.066988002
189196,4,4,1.45129001
189197,3,3,0.938841017
189199,3,3,0.5095
189200,2,2,1.40136001
189202,3,3,0.64483
189203,4,4,1.1547
189204,5,5,2.01676997
189205,2,1,0.29333
189206,1,1,0.030548001
189209,1,1,0.19826
189210,1,1,0.15275
189212,1,1,0.63453999
189213,1,0,NA
189214,1,1,0.2142
189216,2,2,0.88673999
189218,1,0,NA
189235,2,2,0.72134001
189236,2,2,0.69512
189252,1,1,0.92424004
190011,2,0,NA
190012,1,0,NA
190016,1,0,NA
190017,1,0,NA
190081,5,4,1.14189001
190082,5,2,0.721161997
190083,3,1,0.18524
190084,4,3,0.67616999
190085,4,2,0.76078999
190086,5,4,2.78916999
190087,4,0,NA
190088,4,3,0.69880999
190089,2,1,0.73852002
190090,6,5,0.650267999
190111,1,0,NA
190112,1,0,NA
190113,1,0,NA
190114,2,0,NA
190116,4,0,NA
190117,1,0,NA
190119,1,0,NA
190131,4,3,0.88773001
190132,1,1,0.6615
190133,3,2,0.43556
190134,4,2,0.4838
190135,3,2,0.47742
190136,1,1,0.54792002
190137,3,2,0.47715
190138,4,3,0.554679982
190139,8,7,1.73940002
190140,2,1,0.12296
190161,6,5,2.43921297
190162,5,5,0.713656001
190163,6,5,1.084377
190164,4,4,1.20060001
190165,9,8,2.196007969
190166,6,5,3.119838013
190167,6,5,3.22226001
190168,4,3,0.80160999
190169,4,3,1.21224002
190170,8,7,1.833260997
190171,6,6,0.9831
190172,4,3,1.65963
190173,3,2,0.27598
190174,2,1,0.23521001
190175,6,5,0.497505
190176,4,3,0.74961
190177,6,5,0.363963998
190178,3,2,0.117532002
190179,3,2,0.271
190180,6,4,0.236973003
190192,2,1,0.13802
190193,1,1,0.27203
190194,4,3,0.219676001
190195,2,0,NA
190196,4,0,NA
190197,5,4,0.616219991
190198,1,0,NA
190199,3,3,0.267204002
190200,3,2,0.91112002
199001,2,1,0.50512002
199002,3,2,0.76258999
199004,3,2,0.61879002
199005,3,2,1.34419995
199006,4,3,1.12971001
199007,6,5,1.804602959
199008,3,2,0.350832001
199011,2,0,NA
199012,2,1,0.10978
199013,4,2,0.90457502
199014,4,2,0.23359
199015,6,5,1.16883499
199016,4,3,2.31343999
199018,2,1,0.15307
199019,1,1,0.31873
199021,2,2,0.28781
199022,1,1,0.21482
199023,2,1,0.46221001
199024,9,5,0.96675001
199025,5,4,0.562226001
199026,3,2,0.41202699
199027,3,2,0.4009
199030,5,4,0.80899998
199031,6,4,0.594148
199032,9,6,0.765006013
199033,5,4,1.08662
199034,5,4,1.19106002
199035,2,1,0.024731
199036,4,3,0.344475
199037,4,0,NA
199038,4,3,0.93839999
199041,2,1,0.18055
199042,2,0,NA
199044,4,2,0.70880998
199045,3,0,NA
199046,3,2,0.37503
199047,4,0,NA
199048,6,0,NA
199051,5,4,1.055405981
199052,4,3,0.63517
199053,4,4,3.43880998
199054,5,3,0.327927991
199055,10,9,3.11240999
199056,4,4,2.32409004
199058,7,3,1.26126001
199059,10,8,4.15280002
199060,5,4,0.78148001
199061,4,3,0.53853999
199062,4,3,1.54706001
199064,6,4,1.15919001
199065,3,2,0.59898001
199066,3,2,0.99363
199067,6,5,1.37917
199068,7,6,1.99077
199069,5,3,0.90822001
199071,3,2,1.66026001
199072,6,5,1.15071
199073,2,1,0.023599001
199074,8,7,0.594843999
199075,4,2,0.81840999
199077,4,4,1.98754
199078,3,2,2.01507
199079,1,0,NA
199080,3,2,1.41517002
199081,3,2,0.90841999
199082,5,4,0.99217998
199083,2,1,0.74362998
199085,4,3,2.02475996
199086,3,2,0.53677999
199087,4,3,1.07642002
199088,4,2,0.205193003
199090,3,2,0.182309998
199091,3,2,0.117559998
199092,4,3,1.56296001
199093,5,4,2.379482011
199094,3,2,0.74774001
199095,4,4,0.524069998
199097,4,3,0.89809002
200011,3,2,1.56159
200013,1,1,0.92689
200014,2,1,0.92689
200016,3,2,3.75078
200020,2,2,1.30092998
200071,3,2,0.7859
200072,2,2,1.69811001
200074,2,2,0.55246
200075,2,1,0.25777
200076,2,1,0.38247
200077,4,3,2.17589996
200078,4,3,1.62522998
200079,3,2,1.61656001
200101,4,3,1.57457
200102,1,0,NA
200103,2,1,0.10544
200104,3,2,5.0601
200105,2,1,0.74041001
200106,2,0,NA
200107,4,3,1.45978997
200108,3,0,NA
200109,2,1,0.11703
200110,4,3,3.90932998
200161,3,2,0.57551999
200162,4,3,0.71318
200164,2,0,NA
200165,4,3,1.08497
200166,3,2,1.23346004
200167,3,2,0.81148999
200168,3,2,0.47702
200169,3,0,NA
200170,2,1,0.54772002
200181,2,2,2.71242002
200182,3,2,0.97137
200183,1,0,NA
200185,5,1,0.2533
200186,4,2,0.43099
200187,3,1,0.34028999
200189,3,2,0.4289
209001,2,1,1.3564
209002,3,2,0.69598002
209005,4,3,2.80761001
209006,3,2,0.26551
209007,4,3,2.21437002
209009,4,3,3.39602998
209010,4,4,1.13248999
209011,3,2,1.15281
209012,2,1,1.2738
209014,3,2,0.40415
209015,3,2,0.92467998
209016,3,2,0.314824988
209017,4,3,0.8335
209018,4,3,0.350034001
209019,4,3,1.13221999
209020,5,4,1.16602997
209021,2,1,0.47042998
209022,3,2,0.89474999
209023,2,1,0.20181
209025,1,0,NA
209026,1,0,NA
209027,1,0,NA
209028,1,0,NA
209029,3,2,0.65403998
209030,1,0,NA
209031,1,0,NA
209033,1,0,NA
209035,1,0,NA
209036,2,1,1.13
209037,2,1,7.8413
209038,2,0,NA
209041,2,1,0.64716001
209042,1,0,NA
209044,3,0,NA
209045,3,1,0.5326
209048,2,0,NA
209049,4,3,1.95608003
209050,3,2,1.79987002
209051,3,2,1.26767998
209052,3,2,2.9145
209053,2,1,3.4532
209055,4,3,3.53275
209056,3,2,2.05553999
209058,2,1,1.0121
209059,3,1,1.1115
209060,3,1,1.1118
209062,2,0,NA
209063,1,1,0.83447998
209067,3,0,NA
209068,2,1,0.18306
209069,3,2,0.50686
209070,1,0,NA
209071,3,2,3.14293
209072,1,0,NA
209077,1,0,NA
209079,2,1,0.17424
209080,4,0,NA
209081,3,0,NA
209082,1,0,NA
209083,2,0,NA
209084,1,0,NA
209085,4,3,0.54466499
209086,3,2,1.20478
209087,3,2,3.9393
209088,8,7,3.3126419818
209089,3,2,2.01948999
209090,2,1,0.81182002
209091,4,3,0.83942998
209094,3,2,1.12730998
209095,3,2,0.63343001
209096,4,3,0.98213
209098,2,2,0.82883
209099,1,1,0.29793999
209100,2,1,2.2719
209101,2,2,1.16216001
209102,4,4,9.1283
209103,2,2,1.05758
209105,2,1,0.69007998
209106,2,1,1.3195
209107,3,2,1.10676997
209108,3,2,0.58558
209111,2,1,0.25644
209112,3,2,0.95127002
209113,3,2,0.81852002
209114,3,2,0.32541
209115,3,2,1.19833003
209116,3,3,0.634406019
209117,1,0,NA
209118,3,2,0.87085
209119,3,0,NA
209120,3,0,NA
209121,2,2,0.73162
209122,2,2,1.30443003
209123,3,3,0.840729989
209124,1,1,0.80211001
209125,2,1,0.52336001
209126,3,2,2.0036
209127,3,2,1.01754002
209128,3,2,1.23949
209130,3,2,0.80002002
209131,1,1,0.8059
210004,1,0,NA
210005,2,0,NA
210006,2,0,NA
210031,1,1,2.3299
210032,1,1,0.35858999
210033,1,1,0.28947
210034,1,1,0.27348999
210035,1,1,3.8578
210036,1,0,NA
210037,1,1,1.4717
210038,1,1,0.63162998
210039,1,1,1.3772
210040,1,1,1.0707
210052,1,1,1.3897
210053,1,1,5.7251
210054,1,1,3.7155
210055,1,1,1.3014
210056,1,1,2.6384
210057,1,1,0.77172002
210058,1,1,4.3375
210060,1,1,2.5472
219001,1,0,NA
219002,1,1,0.40018
219003,2,0,NA
219004,1,0,NA
219005,1,1,0.18462
219009,1,0,NA
219010,1,1,0.18312
219014,1,1,1.5007
219015,1,1,3.7319
219017,1,1,2.3858
219018,1,1,1.5943
219020,1,1,5.9901
219021,1,1,0.64
219022,2,2,2.8284
219023,1,1,1.3263
219024,1,1,0.7891
219025,3,3,0.95483999
219026,2,2,0.88314004
219027,2,2,0.359778003
219028,1,1,0.5011
219031,1,1,0.7814
219032,2,2,0.93820996
219033,1,1,0.14581
219034,1,1,0.58808999
219035,1,1,0.25775
219036,1,1,0.057571997
219038,2,2,1.82035
219040,1,1,0.25637
219041,1,1,0.17039
219042,1,1,0.4277
219043,1,1,0.64412998
219044,1,1,0.68857002
219045,4,2,17.5486
219047,2,2,0.9504
219051,1,1,1.2021
219052,1,1,0.1008
219057,1,1,0.37348999
219058,1,1,1.0347
219059,1,1,1.4848
219061,1,1,1.2114
219062,1,1,0.4971
219063,1,1,1.6426
219064,1,1,2.0026
219065,1,1,2.3606
219066,1,1,1.2957
219067,1,1,0.67432002
219069,1,1,2.6313
219070,1,1,1.7303
219071,1,1,1.5396
219076,1,1,1.3354
220011,2,2,0.34745
220012,2,2,0.76517001
220013,2,2,0.74887998
220015,1,1,0.74785
220016,2,2,1.57352998
220017,2,2,2.92355
220018,1,1,2.0688
220019,2,2,4.5904
220020,2,2,0.281090009
220021,2,0,NA
220022,1,0,NA
220026,1,1,0.061585999
220028,1,1,0.2406
220029,1,0,NA
220051,2,1,0.20538
220052,2,2,0.42450001
220054,1,1,0.061013
220057,3,3,0.375323011
220059,1,1,0.10716
220060,1,1,0.078907001
220111,3,3,1.30897002
220112,1,1,0.7166
220113,4,4,1.06105
220114,3,3,0.62639
220115,3,3,0.67005
220116,4,4,0.961791017
220117,2,2,0.94338999
220118,2,2,0.49998
220119,2,2,0.265186998
220120,1,1,0.17524
229002,2,2,0.154872998
229003,2,2,0.56352998
229004,3,3,0.381137001
229005,2,0,NA
229006,1,1,0.28353
229007,2,2,0.297989001
229010,3,2,0.65723001
229011,1,1,0.096944
229012,2,2,0.186936002
229014,3,3,1.50253003
229015,2,2,0.159846002
229016,2,2,0.85494
229017,1,1,0.69475
229018,4,4,2.57784004
229020,3,3,1.36335
229021,4,4,2.00787
229023,2,2,1.25307004
229024,2,2,1.76657998
229025,3,3,0.426507002
229026,1,1,0.25262
229028,3,3,2.0947
229029,4,4,2.628172
229031,2,2,0.769246009
229032,4,4,1.330558978
229033,2,2,1.074720001
229035,4,4,0.656643001
229036,1,1,0.11889
229039,2,2,0.62508
229040,1,1,0.32865
229041,1,1,0.39662
229042,1,1,0.26051001
229044,1,1,0.89184004
229046,2,2,0.246244989
229051,1,0,NA
229053,1,0,NA
229056,1,0,NA
229060,1,1,0.033916
229063,1,1,0.046798999
229064,1,0,NA
229065,1,1,0.87567002
229066,1,1,0.078889001
229068,2,0,NA
229087,2,2,2.09467998
229090,2,2,0.41011
229094,1,0,NA
230017,1,0,NA
230018,1,0,NA
230019,1,0,NA
230020,1,0,NA
230071,1,0,NA
230072,2,1,0.11485
230073,1,0,NA
230074,1,0,NA
230075,1,0,NA
230076,1,1,0.18389
230078,1,0,NA
230079,2,2,0.076781
230081,1,0,NA
230088,2,0,NA
230091,4,3,2.23826999
230092,4,3,2.31723994
230093,5,4,2.19086002
230095,7,6,3.34676999
230097,6,5,5.03065
230099,5,4,4.07885
239001,2,2,3.19918999
239002,1,1,2.9927
239003,1,1,4.0041
239004,3,2,2.16269004
239005,3,2,3.3819
239006,2,1,4.2169
239007,4,3,4.51301006
239009,2,1,4.9272
239010,3,2,3.9983
239012,2,2,3.9983
239013,2,2,1.80847998
239014,3,3,9.4887
239015,2,2,1.98545
239016,4,4,4.09815
239017,3,3,4.26113999
239018,2,2,2.33618999
239022,2,2,1.85806001
239023,5,4,6.11131006
239024,2,2,4.0608
239025,5,4,0.318874004
239026,3,2,0.50748
239028,1,0,NA
239029,4,3,0.64809998
239030,1,0,NA
239032,1,1,0.24717
239037,2,2,1.8848
239039,1,0,NA
239043,2,0,NA
239045,1,1,0.49066001
239047,2,1,0.052163
239048,3,2,0.04324
239049,2,2,0.460823993
239050,5,4,2.74526697
239051,3,3,6.13889
239052,2,2,7.09776001
239053,5,5,7.877791999
239054,2,2,1.08019002
239055,3,3,3.55966001
239057,3,3,1.696879999
239062,2,1,0.033042999
239064,2,0,NA
239065,3,0,NA
239075,1,1,0.23118
239077,1,1,0.034848001
239081,1,0,NA
239085,3,3,1.94233001
239086,5,5,2.159960967
239087,4,4,2.21932094
239088,3,3,1.85295
239089,2,2,1.10626001
239090,3,3,1.92215
239092,2,2,0.61254999
239093,2,2,0.88384001
239095,3,3,0.706920008
239096,1,1,0.9257
239097,2,1,0.37077
239099,1,1,0.0044389999
239100,3,1,1.7931
239101,1,1,0.01025
239104,5,3,0.193502997
239106,3,2,1.04929502
239107,1,0,NA
239121,3,2,0.123381997
239122,6,5,2.54764998
239123,2,1,0.40483
239124,1,1,2.1181
239125,4,3,2.57656996
239127,3,3,1.21498003
239128,1,1,0.21021001
239129,4,4,1.45093002
239130,2,1,0.10173
239131,3,3,1.11872002
239136,1,1,0.62352002
239137,1,0,NA
239140,1,0,NA
239142,2,1,0.10413
239143,4,4,1.85827
239144,2,2,1.9321
239145,1,0,NA
239146,1,1,0.20568
239147,1,0,NA
239148,1,0,NA
239149,3,3,0.431532
239150,2,2,0.163356
239151,3,3,0.140045
239152,1,0,NA
239156,1,1,0.25316001
239158,1,1,0.098404999
239159,1,0,NA
239161,3,1,0.22623
239163,2,2,0.65580999
239164,2,0,NA
239165,5,5,2.54075002
239167,6,5,2.281884983
239168,1,1,1.1778
239169,2,2,0.357762988
239170,1,1,0.63447998
239171,1,1,1.2118
239172,4,4,2.843
239176,3,2,1.107877002
239177,3,2,0.49795
239180,3,3,4.42628999
239181,3,2,4.3831
239183,2,2,1.48406998
239184,5,3,3.5272
239186,3,2,3.2032
239187,4,4,7.75684
239188,3,3,3.08835
239189,3,3,3.65757
239190,1,1,1.9764
239197,3,3,0.271974002
239199,2,1,0.55587998
239209,5,5,3.73184
239211,6,6,3.29221
239213,9,8,6.32524996
239214,3,2,4.1579
239216,1,1,1.5645
239217,2,2,0.294801001
239218,4,4,1.88399002
239219,2,1,0.11192
239221,3,3,2.7599
239222,4,3,4.49229
240056,1,0,NA
240072,1,0,NA
240073,1,0,NA
240086,1,0,NA
240122,1,0,NA
240124,1,0,NA
249002,1,0,NA
249006,1,0,NA
249010,1,0,NA
249019,2,0,NA
249026,1,0,NA
249029,1,0,NA
249035,1,0,NA
249038,1,0,NA
249042,1,0,NA
249147,2,0,NA
249149,1,0,NA
249159,1,0,NA
249161,1,0,NA
249163,1,0,NA
249167,2,0,NA
249183,3,0,NA
249185,6,0,NA
249187,1,0,NA
249219,1,0,NA
249241,1,0,NA
249248,1,0,NA
249250,1,0,NA
249257,1,0,NA
249267,1,0,NA
250011,4,3,1.42342998
250012,3,1,1.1531
250013,3,3,1.10163999
250014,6,5,0.827230999
250015,4,3,2.36795
250016,4,3,1.79972998
250017,5,4,0.786595001
250018,13,10,5.32229
250019,3,2,0.82733
250020,8,4,0.908049989
259001,7,6,1.62059
259002,3,2,0.44234
259003,4,3,1.40103
259004,7,5,3.13418997
259007,5,5,1.170006
259008,3,2,0.443232002
259009,4,4,2.89848999
259010,6,3,4.88187
259011,3,1,0.76201001
259012,5,3,3.32286006
260053,1,0,NA
260058,1,0,NA
260081,2,0,NA
260082,1,1,1.9304
260083,1,1,0.97264004
260085,2,2,1.52184995
260086,2,2,4.3633
260087,2,2,3.16534004
260088,1,1,0.3322
260089,1,1,0.7182
260090,1,1,1.5383
260151,2,1,0.48486001
260152,3,3,6.03264004
260153,1,1,6.4202
260154,2,2,3.4182
260155,2,2,7.89157998
260156,1,1,2.2401
260157,1,1,1.3531
260158,2,2,0.96054998
260162,1,1,3.3662
260163,2,2,9.506
260164,1,1,0.70437998
260165,1,1,0.90744004
260166,1,1,5.8743
260167,1,1,1.6128
260168,1,1,4.9024
260169,1,1,6.2905
260170,1,1,0.48143999
269013,2,0,NA
269014,2,2,2.4645
269015,3,3,1.52420998
269017,4,4,2.69973998
269018,1,1,0.74342998
269019,2,2,3.34028999
269020,1,1,0.87867998
269021,1,1,1.9996
269023,2,1,1.9089
269024,1,1,5.8998
269025,1,1,1.8096
269026,3,3,5.72560999
269027,1,1,1.3479
269028,1,1,2.7317
269030,1,1,2.6114
269031,2,2,8.5964
269033,1,1,0.51185
269034,2,2,1.84182002
269035,3,3,1.73215002
269036,2,2,2.04966001
269037,1,1,0.90920996
269038,1,1,0.63667998
269039,1,1,0.87814004
269040,1,0,NA
269041,2,2,2.71267002
269042,2,2,1.0965
269043,1,1,1.3685
269046,2,2,6.2731
269049,1,1,1.1629
269050,1,1,1.4791
269051,1,1,4.9255
269052,1,1,0.3175
269053,1,1,2.4456
269054,1,1,1.1437
269055,1,1,0.8024
269056,1,1,2.1256
269059,1,1,2.7722
269060,2,1,0.5538
269061,1,1,4.3915
269062,1,0,NA
269063,1,1,3.077
269064,1,0,NA
269066,1,1,1.1194
269067,1,1,7.9017
269068,1,1,1.7882
269069,2,2,3.74352
269070,1,1,0.71492998
269071,1,1,3.0119
269079,1,0,NA
269086,1,1,1.2084
269087,1,1,1.5173
269089,1,1,0.59922998
269090,1,1,0.9085
269092,1,1,1.7686
269093,1,1,2.1637
269095,2,2,1.74938
270002,2,0,NA
270004,2,0,NA
270006,1,0,NA
270010,2,1,0.024822
270021,1,0,NA
270023,1,1,0.097971997
270024,2,1,0.12967
270025,2,0,NA
270029,2,0,NA
270030,3,1,0.16138
270045,1,0,NA
270047,3,2,0.176794
270049,6,0,NA
270052,1,0,NA
270053,1,0,NA
270061,1,0,NA
270064,1,0,NA
270091,1,0,NA
270092,1,0,NA
270094,1,0,NA
270095,1,0,NA
270097,1,0,NA
270099,1,1,0.044203
279002,1,0,NA
279004,3,2,0.28037
279006,2,0,NA
279007,1,0,NA
279008,1,0,NA
279009,1,0,NA
279010,3,0,NA
279013,1,0,NA
279015,2,0,NA
279016,1,0,NA
279017,1,1,0.025748999
279018,3,2,0.28875
279023,2,2,1.35058
279024,2,2,1.86711
279025,3,1,0.30791001
279027,1,1,0.42092002
279028,1,0,NA
279029,2,1,0.70206001
279032,3,0,NA
279034,3,2,0.47624999
279036,3,1,4.0252
279048,2,1,0.20811
279053,1,1,0.10563
279054,1,0,NA
279066,1,1,0.19951
279068,2,0,NA
279069,1,1,0.16448
279070,2,0,NA
279072,2,0,NA
279073,4,3,0.36477
279074,1,0,NA
279078,2,1,0.20628999
279080,3,1,0.18132
279081,1,1,0.11391
279082,4,4,0.74704001
279083,3,3,3.89783999
279084,3,3,0.307592998
279087,1,0,NA
279093,1,0,NA
279094,2,0,NA
279097,1,0,NA
279098,1,0,NA
279100,1,0,NA
279103,1,0,NA
279112,1,0,NA
279121,2,2,0.49654999
280031,1,0,NA
280037,3,0,NA
280081,3,3,0.41825
280082,1,0,NA
280084,1,0,NA
280086,2,1,3.2002
280088,3,1,0.1309
280089,2,0,NA
280090,1,0,NA
280111,1,1,0.38217
280112,3,0,NA
280113,4,0,NA
280114,4,0,NA
280115,2,0,NA
280116,3,1,0.50386001
280117,4,1,0.77407002
280118,4,1,1.7913
280119,3,0,NA
280120,2,0,NA
289001,2,0,NA
289005,1,1,0.064677002
289007,3,0,NA
289009,2,0,NA
289014,3,1,0.6185
289015,1,0,NA
289016,3,3,1.162820981
289017,1,0,NA
289019,3,3,1.18524
289020,4,3,0.79797
289025,3,0,NA
289026,2,1,0.01373
289027,2,1,0.0493
289028,3,1,0.79143999
289030,2,1,2.084
289032,3,2,1.29862
289034,2,1,0.9964
289035,3,2,0.185530002
289036,1,0,NA
289037,3,0,NA
289038,1,0,NA
289040,2,0,NA
289042,6,2,0.430054
289043,5,3,1.87842998
289044,3,1,0.35742
289046,3,1,0.089591998
289047,2,0,NA
289048,3,0,NA
289051,1,0,NA
289053,1,1,0.21768999
289054,2,1,0.16748
289056,1,0,NA
289059,2,2,0.222460001
289062,3,2,0.54274
289063,3,3,1.10083
289065,4,2,1.91417
289066,3,2,2.43902998
289067,4,1,0.2056
289068,1,1,1.0402
289071,1,0,NA
289072,3,2,0.625718012
289073,1,0,NA
289081,2,0,NA
289083,2,0,NA
289084,1,0,NA
289088,3,2,0.44432
289097,1,0,NA
289102,2,2,0.41443
290003,3,3,0.45289
290006,1,0,NA
290007,5,0,NA
290009,2,1,0.043192999
290031,1,0,NA
290034,3,1,0.0636
290035,1,0,NA
290037,1,0,NA
290038,1,0,NA
290039,1,1,0.042001999
290042,3,0,NA
290043,2,0,NA
290045,1,0,NA
290046,2,1,0.086035999
290047,2,0,NA
290050,2,0,NA
290073,1,0,NA
290078,1,0,NA
290080,4,3,0.416284998
290083,3,2,0.297156998
290084,1,0,NA
290086,1,0,NA
290087,1,0,NA
290088,2,0,NA
290090,4,0,NA
290171,1,0,NA
290173,5,3,1.07363
290176,4,3,1.82230002
290177,4,2,1.00411001
290178,6,3,0.86171999
290179,8,2,2.29737002
290180,9,6,3.27559998
299001,6,2,0.110394998
299004,1,0,NA
299005,4,1,3.7517
299006,4,2,0.72686299
299007,1,0,NA
299008,5,3,1.43615002
299009,1,0,NA
299011,1,0,NA
299012,2,1,1.1253
299013,1,1,0.37675
299014,5,2,1.60948
299015,1,1,0.4992
299018,3,2,0.66288
299020,1,0,NA
299022,8,4,2.47621704
299025,1,0,NA
299027,2,0,NA
299028,2,0,NA
299030,2,1,0.61957002
299032,3,1,0.63642002
299033,4,0,NA
299035,4,2,3.0848
299036,2,0,NA
300011,1,0,NA
300013,2,0,NA
300014,1,0,NA
300018,1,0,NA
300019,1,0,NA
300036,3,2,3.02338999
300037,3,3,2.09818
300038,3,3,3.09386001
300040,2,0,NA
300092,1,0,NA
300093,1,0,NA
300094,1,0,NA
300095,1,0,NA
300096,1,0,NA
300098,1,0,NA
300131,1,0,NA
300136,3,0,NA
300137,1,0,NA
300141,1,0,NA
300142,2,0,NA
300143,1,0,NA
300145,1,0,NA
300146,2,0,NA
300147,1,0,NA
300171,2,1,0.36484
300172,3,0,NA
300173,1,0,NA
300175,3,2,0.42075
300176,2,2,0.44265
300177,2,2,0.67686002
300178,4,2,0.94631
300180,3,2,1.23572998
309001,2,1,0.011546
309003,1,0,NA
309005,1,0,NA
309006,1,0,NA
309007,1,0,NA
309008,1,0,NA
309010,1,0,NA
309013,1,0,NA
309021,1,0,NA
309022,2,0,NA
309025,2,1,0.68367002
309027,2,2,2.3032
309028,2,2,1.1379
309029,2,1,0.25033
309032,1,1,1.3938
309033,4,4,2.29891999
309035,2,0,NA
309036,1,0,NA
309037,3,0,NA
309039,1,0,NA
309042,3,0,NA
309043,1,0,NA
309044,1,0,NA
309047,2,0,NA
309049,2,1,4.1527
309050,2,2,6.1819
309052,3,2,1.17231001
309053,2,1,1.6003
309056,3,1,0.38028999
309057,1,1,1.6381
309058,1,1,1.4849
309059,3,2,1.9934
309060,1,1,0.75386001
309061,3,0,NA
309062,2,2,0.4645
309063,2,0,NA
309064,2,1,0.15726
309065,3,2,0.818708
309067,2,2,1.01805
309068,2,1,5.8704
309069,2,0,NA
309070,3,3,1.73377998
309071,4,3,0.51133
309082,1,0,NA
309083,1,0,NA
309084,2,1,0.064109998
309086,1,0,NA
309087,2,2,1.07802002
309091,1,0,NA
309093,2,2,1.19826001
309094,1,0,NA
309096,2,1,0.33773
309097,2,0,NA
309098,1,0,NA
309103,2,0,NA
309108,1,0,NA
309109,3,0,NA
309112,2,0,NA
309113,2,2,7.875
309115,5,4,8.3719
309117,3,2,3.64513
309118,1,0,NA
309119,1,1,0.33387
309126,3,2,3.23504004
310071,10,9,2.31704001
310072,3,3,0.96687
310073,5,5,1.94424701
310074,7,6,2.68783999
310075,2,2,0.59338999
310076,6,4,3.24422002
310077,9,5,2.47309
310078,4,4,2.967703999
310079,5,4,1.55054004
310080,5,5,2.14497995
310081,3,3,2.69858003
310082,2,2,2.49457998
310083,2,2,2.23727998
310084,2,2,1.28631
310085,5,5,2.92389999
310086,5,5,2.83375001
310087,6,6,2.36391599
310088,5,5,1.382947001
310089,7,7,3.44983
310090,7,7,5.29561003
310091,2,2,2.02013
310092,2,2,8.4167
310093,4,3,1.604979992
310094,4,4,2.91125999
310095,7,7,3.29040005
310096,2,2,1.11228001
310097,5,5,1.66264801
310098,1,1,0.087573999
310099,3,3,2.1268
310100,4,3,1.417285999
319001,4,4,1.24153004
319002,12,12,2.92301
319004,7,7,2.31185999
319005,2,2,1.31529998
319006,6,6,1.856244978
319007,6,6,3.750361967
319008,3,3,2.63774002
319009,5,5,4.75375
319010,7,7,2.223127988
319012,5,4,3.05506003
319025,1,1,0.37433999
319026,6,5,2.59038999
319027,3,3,1.64982
319029,9,9,2.5529960099
319030,5,4,2.41858997
319031,4,4,3.53783999
319032,3,3,3.30192998
319033,3,3,2.01799004
319034,4,4,1.75910999
319036,7,7,2.011380999
319037,3,0,NA
319038,2,2,0.84004998
319039,1,0,NA
319040,4,2,6.77905
319041,4,4,3.58769
319042,3,2,1.65533999
319044,2,0,NA
319048,2,2,2.68
319049,9,8,0.434338
319050,6,6,0.629015011
319051,7,5,0.407251003
319052,3,3,0.568007001
319054,1,1,0.052924
319056,3,3,0.50641401
319057,4,3,0.90125999
319058,3,3,0.56738
319059,5,4,0.969137
319060,10,10,0.740176999
319061,4,4,5.99354995
319062,3,2,1.42635
319063,5,5,8.197
319064,3,3,3.10835
319065,6,6,2.70573001
319069,4,4,3.47178008
319070,10,9,3.973443048
319071,1,1,0.049512
319072,9,7,4.896402
319079,2,0,NA
319083,3,3,1.26721003
320001,1,0,NA
320002,1,0,NA
320009,1,0,NA
320010,1,0,NA
320051,4,3,0.269959999
320052,5,3,0.82133999
320054,2,0,NA
